2023-10-26 16:25:52.635 | INFO     | __main__:launch:22 - 已启动 Book Consultant 服务
2023-10-26 16:38:06.612 | INFO     | __main__:ask:8 - reply:  是的，我们有《Python 编程入门》这本书，它由Eric Matthes撰写，发布于2020-03，出版社是No Starch Press，价格为59.99。
2023-10-26 16:38:17.107 | INFO     | book_consultant:ask:35 - question: 我想了解一些西方哲学，有什么书可以推荐吗
2023-10-26 16:38:20.941 | INFO     | book_consultant:ask:37 - reply: {'query': '我想了解一些西方哲学，有什么书可以推荐吗', 'result': ' 我们推荐《西方哲学史》，由 Bertrand Russell 编写，2018-04 年出版，由 Routledge 出版，属于哲学史分类，价格为 49.99 美元。', 'source_documents': [Document(page_content='书名：《西方哲学史》\n作者：Bertrand Russell\n分类：哲学史\n价格：49.99\n发布年份：2018-04\n出版社：Routledge\n简介：这本书回顾了西方哲学的历史发展，从古希腊哲学到现代哲学思想，涵盖了众多哲学家和哲学流派。', metadata={'source': '哲学_edited.json', 'seq_num': 1, 'book_name': '西方哲学史', 'author': 'Bertrand Russell', 'classify': '哲学史', 'price': 49.99, 'publish_date': '2018-04', 'press': 'Routledge', 'summary': '这本书回顾了西方哲学的历史发展，从古希腊哲学到现代哲学思想，涵盖了众多哲学家和哲学流派。'}), Document(page_content='书名：《知识与信仰》\n作者：Alvin Plantinga\n分类：宗教哲学\n价格：31.99\n发布年份：2015-11\n出版社：Oxford University Press\n简介：这本书探讨了知识、信仰和神的存在之间的关系，是神学和哲学的交叉领域研究。', metadata={'source': '哲学_edited.json', 'seq_num': 7, 'book_name': '知识与信仰', 'author': 'Alvin Plantinga', 'classify': '宗教哲学', 'price': 31.99, 'publish_date': '2015-11', 'press': 'Oxford University Press', 'summary': '这本书探讨了知识、信仰和神的存在之间的关系，是神学和哲学的交叉领域研究。'}), Document(page_content='书名：《道德原则与行动理论》\n作者：David Ross\n分类：道德哲学\n价格：34.99\n发布年份：2002-09\n出版社：Hackett Publishing\n简介：该书讨论了道德原则和行动理论，探究了伦理学中的基本概念和道德决策的原则。', metadata={'source': '哲学_edited.json', 'seq_num': 3, 'book_name': '道德原则与行动理论', 'author': 'David Ross', 'classify': '道德哲学', 'price': 34.99, 'publish_date': '2002-09', 'press': 'Hackett Publishing', 'summary': '该书讨论了道德原则和行动理论，探究了伦理学中的基本概念和道德决策的原则。'})]}
2023-10-26 16:38:20.943 | INFO     | __main__:ask:8 - reply:  我们推荐《西方哲学史》，由 Bertrand Russell 编写，2018-04 年出版，由 Routledge 出版，属于哲学史分类，价格为 49.99 美元。
2023-10-26 16:38:54.670 | INFO     | book_consultant:ask:35 - question: 中国十大青年作家的作品
2023-10-26 16:38:56.191 | INFO     | book_consultant:ask:37 - reply: {'query': '中国十大青年作家的作品', 'result': ' missing reply', 'source_documents': [Document(page_content='书名：《活着》\n作者：余华\n分类：现代小说\n价格：29.99\n发布年份：1993-05\n出版社：上海文艺出版社\n简介：这是一部描写中国社会动荡历史下一个人命运的小说，深刻反映了生存的苦难和人性的坚韧。', metadata={'source': '中国文学_edited.json', 'seq_num': 2, 'book_name': '活着', 'author': '余华', 'classify': '现代小说', 'price': 29.99, 'publish_date': '1993-05', 'press': '上海文艺出版社', 'summary': '这是一部描写中国社会动荡历史下一个人命运的小说，深刻反映了生存的苦难和人性的坚韧。'}), Document(page_content='书名：《庐山谣》\n作者：叶嘉莹\n分类：散文\n价格：16.99\n发布年份：1981\n出版社：江苏文艺出版社\n简介：这本散文集展示了作家对庐山的深刻感悟，表达了对自然美的热爱和思考。', metadata={'source': '中国文学_edited.json', 'seq_num': 4, 'book_name': '庐山谣', 'author': '叶嘉莹', 'classify': '散文', 'price': 16.99, 'publish_date': '1981', 'press': '江苏文艺出版社', 'summary': '这本散文集展示了作家对庐山的深刻感悟，表达了对自然美的热爱和思考。'}), Document(page_content='书名：《朝花夕拾》\n作者：鲁迅\n分类：散文\n价格：18.99\n发布年份：1928\n出版社：人民文学出版社\n简介：这本散文集包括鲁迅的回忆和散文作品，反映了中国现代文学的发展和变革。', metadata={'source': '中国文学_edited.json', 'seq_num': 6, 'book_name': '朝花夕拾', 'author': '鲁迅', 'classify': '散文', 'price': 18.99, 'publish_date': '1928', 'press': '人民文学出版社', 'summary': '这本散文集包括鲁迅的回忆和散文作品，反映了中国现代文学的发展和变革。'})]}
2023-10-26 16:38:56.193 | INFO     | __main__:ask:8 - reply:  missing reply
2023-10-26 16:39:08.598 | INFO     | book_consultant:ask:35 - question: 马伯爵
2023-10-26 16:39:09.674 | INFO     | book_consultant:ask:37 - reply: {'query': '马伯爵', 'result': ' No, that is not related to the question.', 'source_documents': []}
2023-10-26 16:39:09.674 | INFO     | __main__:ask:8 - reply:  No, that is not related to the question.
2023-10-26 16:39:30.285 | INFO     | book_consultant:ask:35 - question: 明朝那些事
2023-10-26 16:39:31.485 | INFO     | book_consultant:ask:37 - reply: {'query': '明朝那些事', 'result': " No, I'm sorry, we do not carry that book.", 'source_documents': []}
2023-10-26 16:39:31.485 | INFO     | __main__:ask:8 - reply:  No, I'm sorry, we do not carry that book.
2023-10-26 16:42:29.155 | INFO     | book_consultant:ask:35 - question: 有python方面的书吗
2023-10-26 16:42:33.351 | INFO     | book_consultant:ask:37 - reply: {'query': '有python方面的书吗', 'result': ' 是的，我们有《Python 编程入门》，作者是Eric Matthes，发布年份是2020-03，价格是59.99，出版社是No Starch Press。', 'source_documents': [Document(page_content='书名：《Python 编程入门》\n作者：Eric Matthes\n分类：编程语言\n价格：59.99\n发布年份：2020-03\n出版社：No Starch Press\n简介：这本书是初学者学习 Python 编程的绝佳选择，包含大量示例和练习，逐步引导读者掌握 Python 编程基础。', metadata={'source': '计算机科学_edited.json', 'seq_num': 1, 'book_name': 'Python 编程入门', 'author': 'Eric Matthes', 'classify': '编程语言', 'price': 59.99, 'publish_date': '2020-03', 'press': 'No Starch Press', 'summary': '这本书是初学者学习 Python 编程的绝佳选择，包含大量示例和练习，逐步引导读者掌握 Python 编程基础。'}), Document(page_content='书名：《深度学习》\n作者：Ian Goodfellow, Yoshua Bengio, Aaron Courville\n分类：人工智能\n价格：89.99\n发布年份：2016-11\n出版社：MIT Press\n简介：这是一本关于深度学习的经典教材，覆盖深度学习的基本原理和应用。', metadata={'source': '计算机科学_edited.json', 'seq_num': 2, 'book_name': '深度学习', 'author': 'Ian Goodfellow, Yoshua Bengio, Aaron Courville', 'classify': '人工智能', 'price': 89.99, 'publish_date': '2016-11', 'press': 'MIT Press', 'summary': '这是一本关于深度学习的经典教材，覆盖深度学习的基本原理和应用。'}), Document(page_content="书名：《Web开发权威指南》\n作者：Eric Freeman, Elisabeth Robson, Kathy Sierra, Bert Bates\n分类：Web开发\n价格：69.99\n发布年份：2006-11\n出版社：O'Reilly Media\n简介：这本书全面介绍了 Web 开发的各个方面，包括前端和后端开发技术。", metadata={'source': '计算机科学_edited.json', 'seq_num': 7, 'book_name': 'Web开发权威指南', 'author': 'Eric Freeman, Elisabeth Robson, Kathy Sierra, Bert Bates', 'classify': 'Web开发', 'price': 69.99, 'publish_date': '2006-11', 'press': "O'Reilly Media", 'summary': '这本书全面介绍了 Web 开发的各个方面，包括前端和后端开发技术。'})]}
2023-10-26 16:42:33.352 | INFO     | __main__:ask:8 - reply:  是的，我们有《Python 编程入门》，作者是Eric Matthes，发布年份是2020-03，价格是59.99，出版社是No Starch Press。
2023-10-26 16:42:40.008 | INFO     | book_consultant:ask:35 - question: 我想学golang，有这方面的书吗
2023-10-26 16:42:43.219 | INFO     | book_consultant:ask:37 - reply: {'query': '我想学golang，有这方面的书吗', 'result': ' 抱歉，我们现在没有关于Golang的书籍，我会记录下来，并通知后台补货。补货到货时可以通知你吗？', 'source_documents': [Document(page_content='书名：《深度学习》\n作者：Ian Goodfellow, Yoshua Bengio, Aaron Courville\n分类：人工智能\n价格：89.99\n发布年份：2016-11\n出版社：MIT Press\n简介：这是一本关于深度学习的经典教材，覆盖深度学习的基本原理和应用。', metadata={'source': '计算机科学_edited.json', 'seq_num': 2, 'book_name': '深度学习', 'author': 'Ian Goodfellow, Yoshua Bengio, Aaron Courville', 'classify': '人工智能', 'price': 89.99, 'publish_date': '2016-11', 'press': 'MIT Press', 'summary': '这是一本关于深度学习的经典教材，覆盖深度学习的基本原理和应用。'}), Document(page_content='书名：《算法导论》\n作者：Thomas H. Cormen, Charles E. Leiserson, Ronald L. Rivest, Clifford Stein\n分类：算法\n价格：69.99\n发布年份：2009-07\n出版社：The MIT Press\n简介：这本书介绍了算法设计和分析的基础知识，是计算机科学领域的经典教材。', metadata={'source': '计算机科学_edited.json', 'seq_num': 4, 'book_name': '算法导论', 'author': 'Thomas H. Cormen, Charles E. Leiserson, Ronald L. Rivest, Clifford Stein', 'classify': '算法', 'price': 69.99, 'publish_date': '2009-07', 'press': 'The MIT Press', 'summary': '这本书介绍了算法设计和分析的基础知识，是计算机科学领域的经典教材。'}), Document(page_content="书名：《数据科学导论》\n作者：Joel Grus\n分类：数据科学\n价格：49.99\n发布年份：2016-04\n出版社：O'Reilly Media\n简介：本书提供了数据科学入门的指导，包括数据分析、机器学习和数据可视化的基础知识。", metadata={'source': '计算机科学_edited.json', 'seq_num': 5, 'book_name': '数据科学导论', 'author': 'Joel Grus', 'classify': '数据科学', 'price': 49.99, 'publish_date': '2016-04', 'press': "O'Reilly Media", 'summary': '本书提供了数据科学入门的指导，包括数据分析、机器学习和数据可视化的基础知识。'})]}
2023-10-26 16:42:43.220 | INFO     | __main__:ask:8 - reply:  抱歉，我们现在没有关于Golang的书籍，我会记录下来，并通知后台补货。补货到货时可以通知你吗？
2023-10-26 16:42:52.552 | INFO     | book_consultant:ask:35 - question: 我想成为编程高手，有这方面的书吗
2023-10-26 16:42:56.189 | INFO     | book_consultant:ask:37 - reply: {'query': '我想成为编程高手，有这方面的书吗', 'result': ' 很抱歉，我们现在没有这方面的书，我会记录下来，并通知后台补货。货到了可以通知您吗？', 'source_documents': [Document(page_content='书名：《Python 编程入门》\n作者：Eric Matthes\n分类：编程语言\n价格：59.99\n发布年份：2020-03\n出版社：No Starch Press\n简介：这本书是初学者学习 Python 编程的绝佳选择，包含大量示例和练习，逐步引导读者掌握 Python 编程基础。', metadata={'source': '计算机科学_edited.json', 'seq_num': 1, 'book_name': 'Python 编程入门', 'author': 'Eric Matthes', 'classify': '编程语言', 'price': 59.99, 'publish_date': '2020-03', 'press': 'No Starch Press', 'summary': '这本书是初学者学习 Python 编程的绝佳选择，包含大量示例和练习，逐步引导读者掌握 Python 编程基础。'}), Document(page_content="书名：《Web开发权威指南》\n作者：Eric Freeman, Elisabeth Robson, Kathy Sierra, Bert Bates\n分类：Web开发\n价格：69.99\n发布年份：2006-11\n出版社：O'Reilly Media\n简介：这本书全面介绍了 Web 开发的各个方面，包括前端和后端开发技术。", metadata={'source': '计算机科学_edited.json', 'seq_num': 7, 'book_name': 'Web开发权威指南', 'author': 'Eric Freeman, Elisabeth Robson, Kathy Sierra, Bert Bates', 'classify': 'Web开发', 'price': 69.99, 'publish_date': '2006-11', 'press': "O'Reilly Media", 'summary': '这本书全面介绍了 Web 开发的各个方面，包括前端和后端开发技术。'}), Document(page_content='书名：《深度学习》\n作者：Ian Goodfellow, Yoshua Bengio, Aaron Courville\n分类：人工智能\n价格：89.99\n发布年份：2016-11\n出版社：MIT Press\n简介：这是一本关于深度学习的经典教材，覆盖深度学习的基本原理和应用。', metadata={'source': '计算机科学_edited.json', 'seq_num': 2, 'book_name': '深度学习', 'author': 'Ian Goodfellow, Yoshua Bengio, Aaron Courville', 'classify': '人工智能', 'price': 89.99, 'publish_date': '2016-11', 'press': 'MIT Press', 'summary': '这是一本关于深度学习的经典教材，覆盖深度学习的基本原理和应用。'})]}
2023-10-26 16:42:56.191 | INFO     | __main__:ask:8 - reply:  很抱歉，我们现在没有这方面的书，我会记录下来，并通知后台补货。货到了可以通知您吗？
2023-10-26 16:43:04.906 | INFO     | book_consultant:ask:35 - question: 东周列国志
2023-10-26 16:43:05.876 | INFO     | book_consultant:ask:37 - reply: {'query': '东周列国志', 'result': ' missing reply', 'source_documents': [Document(page_content='书名：《朝花夕拾》\n作者：鲁迅\n分类：散文\n价格：18.99\n发布年份：1928\n出版社：人民文学出版社\n简介：这本散文集包括鲁迅的回忆和散文作品，反映了中国现代文学的发展和变革。', metadata={'source': '中国文学_edited.json', 'seq_num': 6, 'book_name': '朝花夕拾', 'author': '鲁迅', 'classify': '散文', 'price': 18.99, 'publish_date': '1928', 'press': '人民文学出版社', 'summary': '这本散文集包括鲁迅的回忆和散文作品，反映了中国现代文学的发展和变革。'}), Document(page_content='书名：《西方哲学史》\n作者：Bertrand Russell\n分类：哲学史\n价格：49.99\n发布年份：2018-04\n出版社：Routledge\n简介：这本书回顾了西方哲学的历史发展，从古希腊哲学到现代哲学思想，涵盖了众多哲学家和哲学流派。', metadata={'source': '哲学_edited.json', 'seq_num': 1, 'book_name': '西方哲学史', 'author': 'Bertrand Russell', 'classify': '哲学史', 'price': 49.99, 'publish_date': '2018-04', 'press': 'Routledge', 'summary': '这本书回顾了西方哲学的历史发展，从古希腊哲学到现代哲学思想，涵盖了众多哲学家和哲学流派。'}), Document(page_content='书名：《庐山谣》\n作者：叶嘉莹\n分类：散文\n价格：16.99\n发布年份：1981\n出版社：江苏文艺出版社\n简介：这本散文集展示了作家对庐山的深刻感悟，表达了对自然美的热爱和思考。', metadata={'source': '中国文学_edited.json', 'seq_num': 4, 'book_name': '庐山谣', 'author': '叶嘉莹', 'classify': '散文', 'price': 16.99, 'publish_date': '1981', 'press': '江苏文艺出版社', 'summary': '这本散文集展示了作家对庐山的深刻感悟，表达了对自然美的热爱和思考。'})]}
2023-10-26 16:43:05.877 | INFO     | __main__:ask:8 - reply:  missing reply
2023-10-26 16:45:16.717 | INFO     | __main__:launch:28 - 已启动 Book Consultant 服务
2023-10-26 16:45:37.221 | INFO     | book_consultant:ask:35 - question: 东周列国志
2023-10-26 16:45:39.911 | INFO     | book_consultant:ask:37 - reply: {'query': '东周列国志', 'result': ' [missing reply] We are missing this type of book, I will record it and inform the backend to replenish it. Can I notify you when the goods arrive?', 'source_documents': [Document(page_content='书名：《朝花夕拾》\n作者：鲁迅\n分类：散文\n价格：18.99\n发布年份：1928\n出版社：人民文学出版社\n简介：这本散文集包括鲁迅的回忆和散文作品，反映了中国现代文学的发展和变革。', metadata={'source': '中国文学_edited.json', 'seq_num': 6, 'book_name': '朝花夕拾', 'author': '鲁迅', 'classify': '散文', 'price': 18.99, 'publish_date': '1928', 'press': '人民文学出版社', 'summary': '这本散文集包括鲁迅的回忆和散文作品，反映了中国现代文学的发展和变革。'}), Document(page_content='书名：《西方哲学史》\n作者：Bertrand Russell\n分类：哲学史\n价格：49.99\n发布年份：2018-04\n出版社：Routledge\n简介：这本书回顾了西方哲学的历史发展，从古希腊哲学到现代哲学思想，涵盖了众多哲学家和哲学流派。', metadata={'source': '哲学_edited.json', 'seq_num': 1, 'book_name': '西方哲学史', 'author': 'Bertrand Russell', 'classify': '哲学史', 'price': 49.99, 'publish_date': '2018-04', 'press': 'Routledge', 'summary': '这本书回顾了西方哲学的历史发展，从古希腊哲学到现代哲学思想，涵盖了众多哲学家和哲学流派。'}), Document(page_content='书名：《庐山谣》\n作者：叶嘉莹\n分类：散文\n价格：16.99\n发布年份：1981\n出版社：江苏文艺出版社\n简介：这本散文集展示了作家对庐山的深刻感悟，表达了对自然美的热爱和思考。', metadata={'source': '中国文学_edited.json', 'seq_num': 4, 'book_name': '庐山谣', 'author': '叶嘉莹', 'classify': '散文', 'price': 16.99, 'publish_date': '1981', 'press': '江苏文艺出版社', 'summary': '这本散文集展示了作家对庐山的深刻感悟，表达了对自然美的热爱和思考。'})]}
2023-10-26 16:45:39.911 | INFO     | __main__:ask:8 - reply:  [missing reply] We are missing this type of book, I will record it and inform the backend to replenish it. Can I notify you when the goods arrive?
2023-10-26 16:46:43.504 | INFO     | __main__:launch:28 - 已启动 Book Consultant 服务
2023-10-26 16:47:17.866 | INFO     | book_consultant:ask:35 - question: 东周列国志
